,Watershed,Subsubwatershed,Product,Areaini,Areareproj,Surfmax,Surfmin,Surfavg,max,min,avg,Surfcloudmax,Surfcloudmin,Surfcloudavg,Surfbadpixmax,Surfbadpixmin,Surfbadpixavg,date
106,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-05
107,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,14.221137105891655,11.75256236298216,12.986849734436907,0.0,0.0,0.0,2006-09-29
108,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.4293173465929555,0.4293173465929555,0.4293173465929555,0.518475,0.518475,0.518475,31.501160306258114,28.17395087016271,29.837555588210414,0.0,0.0,0.0,2002-09-29
109,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,1.448946044751225,1.448946044751225,1.448946044751225,0.4642592592592592,0.4642592592592592,0.4642592592592592,46.79559077863215,39.1752078766072,42.98539932761968,0.0,0.0,0.0,2002-09-13
110,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,272.1871977399338,246.7501449543012,259.4686713471175,0.0,0.0,0.0,2009-07-27
111,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009-05-08
112,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-02-01
113,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,78.8870624364556,68.31512277660406,73.60109260652982,0.0,0.0,0.0,2013-09-29
114,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,18.24598723020061,15.240765804049923,16.743376517125267,0.0,0.0,0.0,2006-05-24
115,Atacama_Copiapo,0,MOD13Q1,803.6343650426288,805.5868028591523,0.0,0.0,0.0,0.0,0.0,0.0,6.976406882135528,4.829820149170751,5.903113515653139,0.0,0.0,0.0,2003-10-31
